xe…,наш:INCL
ame-a-han,{IN-DOWN}попадать-PF-CONV
aʁ-a-j,исчезать-IPF-INF
adarx-u-na,бояться-CONV
gul-a-s,RE:приходить:PF-AOR
guč’a-j,наш:INCL
qaj-ne,село-DAT
xe,мать-PL-DAT
ʜür.i-s,видеть-делать-PF-AOR
baw-ar.i-s,DEMM:PRED
agʷar-aq’-u-ne,деньги
maha,говорить-PF-CONV
pul,говорить-PF-AOR
p-u-na,я
p-u-ne,учитель-ABSTR-GEN
zun,деньги
müʕelim-ʕʷel.i-n,{IN}пускать-PF-AOR
pul,DEMG-LOC-IN
at-u-ne,один
gi-sa-ʔ,сто
sa,рубль
ʕʷerš,карман(IN)
manat,{IN}пускать-PF-CONV
ǯibin.i,RE-уходить-PF-AOR
at-u-na,я
q-uš-u-ne,Тпиг
zun,EM-DEML-LAT
tipːaʁ,потом
ha-li-č,дело
aχpːa,делать-PF-AOR
kar,DEML-LOC-IN
aq’-u-ne,потом
li-sa-ʔ,что-IN=ADD
aχpːa,стать-PF-S-COP
fi.tːi-ʔ=ra,я
x-u-f-e,Кураг(IN)=ADD
zun,потом
kuraʁ.a=ra,EM-DEML-LOC-IN
aχpːa,Кураг(IN)
ha-li-sa-ʔ,NTCL
kuraʁ.a,EM-DEMG-LOC-(IN)ELAT
ntcl,одиннадцать-S-ORD
ha-gi-sa-as,класс(IN)
c’asa-d-pu,Дербент-DAT
kːlas.i11,уходить-PF-AOR
derben.di-s,{IN}пускать-PST:NEG
š-u-ne,армия-DAT
at.a-duj,посылать-IPF-CONV
armi-s,насилие-SUPER-LAT
hat-a-j,армия-DAT
guǯ.una-l-di,{SUB/CONT-LAT}класть-IPF-PST
armi-s,Маджид-PL(ERG)
kičix-a-ji,DEMM-PL(ERG)
maǯid-ar.i,что
me-wr.i,Комаров
fi,говорить-IPF-PT:HAB
rus,один
ʁ-a-jde,военкомат
sa,{IN}быть-PST
rus,комиссар
a-ji,русский
rus,<мучить>
ʡurus,делать-PF-AOR
ʜalak,EM-DEMM-LOC-INTER-LAT
aq’-u-ne,приносить-PF-AOR
ha-mi-sa-ʕ-di,COP:CONV-COND=ADD
fajd-i-ne,COP:NEG-CONV-COND=ADD
ij-čin=na,армия-DAT
dawa-j-čin=na,посылать-IPF-CONV
armi-s,потом
hat-a-j,DEMM
aχpːa,Рахмет-PL-GEN
me,Муса
reʜmet-ar.i-n,говорить-IPF-PT:HAB-S
musa,{IN}быть-PT-S-COP:PST
aʁ-a-jde-f,Рахметов
a-je-f-ij,Муса
raʜmetaw,говорить-IPF-PT:HAB-S
musa,DEMG
aʁ-a-jde-f,главврач
ge,COP:PST
rus,Курах-IN
ij,Саид
qːuruh.a-ʔ,говорить-IPF-PT:HAB-S
saʕid,хирург
aʁ-a-jde-f,Курах-PL-IN
rus,потом
qːuruh-ar.i-ʔ,EM-DEMM
aχpːa,Рахметов
ha-me,Муса(GEN)
reʜmetaw,рядом-DAT
musa.ji,уходить-PF-AOR
bugu-s,я
š-u-ne,VOC+парень
zun,говорить-PF-AOR
jada,я
p-u-ne,PROH-посылать-IPF
zun,я
ma-hat-a,армия-DAT
sara,NTCL
zun,комиссия
armi-s,стать-PF-TEMP
ntcl,потом
rus,DEMM(ERG)
sara,два
x-u-guna,коньяк
aχpːa,взяв
mi,приходи
q’ʷe,говорить-PF-AOR
rus,брать-PF-AOR
qːačuna,RDP:семь
qša,рубль
p-u-ne,давать:PF-CONV
ʁuš-u-ne,два
je~jeri,коньяк=ADD
manat,уносить-PF-AOR
i-na,я
ʡu,комиссия-(IN)ELAT
rus=ra,уходить-PF-TEMP
fajš-u-ne,катар
zun,желудка
rus-as,COP
š-u-guna,говорить-PF-AOR
rus,катар
rus,желудка
e,{IN}быть-PT-S-PL
p-u-ne,армия-DAT
rus,посылать-IPF-PT:PRS-S-COP:NEG
rus,один
a-je-tː-ar,сколько
armi-s,раз(TMR)
hat-a-je-f-tːawa,делать-PF-AOR
sa,мой
ximu,комиссия-PL
sefer.i,{POST}класть-PF-CONV
aq’-u-ne,катар
ze,желудка
rus-jar,COP
qix-i-na,говорить-PF-AOR
rus,один
rus,раз(TMR)
e,потом
p-u-ne,Галас-PL(GEN)
sa,Умар
sefer.i,говорить-IPF-S
aχpːa,{IN}быть-PT-S-COP:PST
ʜalas-ar.i,Курах-IN
ʡumar,EM-DEMG-GEN
aʁ-a-f,брат
a-je-f-ij,военкомат(IN)
qːuruh.a-ʔ,дело
ha-gi-n,делать-IPF-PST
ču,EM-DEMG=ADD
rus.i,{POST}завязывать-PF-CONV
kar,посылать-PF-AOR
aq’-a-ji,я
ha-ge=ra,Дербент-DAT
qit’-i-na,NEG-пускать-IPF-CONV
hat-u-ne,EM-DEML
zun,Агул-(IN)ELAT
derben.di-s,RE-нести-IPF-CONV
da-at-a-j,EM-DEMG-LAT
ha-le,посылать-IPF-CONV
aʁul.a-as,армия-DAT
qu-χ-a-j,посылать-PF-MSD
ha-gi-č,для
hat-a-j,я
armi-s,Агул-(IN)ELAT
hat-u-b,RE-идти-IPF-INF
badala,NEG-хотеть-PT:PRS-S-COP
zun12,учитель-ABSTR(GEN)
aʁul.a-as,копейка
qu-ʕʷ-a-s,стать-PF-JUSS
da-kːande-je-f-e,говорить-IPF-CONV
müʕelim-ʕʷel.i,DEMG=ADD
kepek,{POST}быть-CONV
x-u-raj,посылать-PF-AOR
aʁ-a-j,я
ge=ra,DEMM
qa-j,теперь
hat-u-ne,я
zun,{POST}быть-CONV
me,шевелиться-IPF-INF
hal,NEG-делать-PF-MSD
zun,для
qa-j,уходить-PF-AOR
t’uš-a-s,мы:EXCL
d-aq’-u-b,Дербент-DAT
badala,достигать-PF-AOR
uš-u-ne,вечер
čin,стать-PF-S
derben.di-s,DEMG-LOC(IN)
ruq’-u-ne,комиссия-DAT
deʜel,уходить-PF-CONV
x-u-f,нужно-PRS
gi-sa,больница-DAT
rus-s,городской
š-u-na,больница(IN)
kːande-a,DEMM
rus.i-s,Мухудин
rus,говорить-IPF
rus.i,парень
me,COP:PST
müʜüdin,Мухудин(GEN)
aʁ-a,пить-PF-MSD-SUPER
gada,сердце
ij,{SUPER}быть-PST
müʜüdin.a,гостиница-DAT
uχ-u-b.a-l,уходить-PF-CONV
jurk’ʷ,место-PL=ADD
aldi-j,хватать-IPF-INF
rus.i-s,Rus
š-u-na,"Rus,"
ǯiga-jar=ra,что
fac-u-ne,родина
fi,говорить-IPF-PT:HAB
Rus,кинотеатр
ʁ-a-jde,родина
rus,DEMG-LOC-SUPER
Rus,гостиница
gi-sa-l,{SUPER}быть-PT-S-COP:PST
rus,потом
al-e-f-ij,Мухудин(ERG)
aχpːa,я
müʜüdin.a,склад-DAT
zun,столовая-DAT
rus.di-s,уходить-IPF-TEMP
rus.di-s,один
š-u-guna,немного
sa,выпивка
t’imil,возьми
χʷadajdi,Рамазан
qːaču,говорить-PF-AOR
ramazan,брать-PF-AOR
p-u-ne,я
ʁuš-u-ne,бутылка
zun,{APUD}быть-CONV
ptːulkːa,приходить-PF-AOR
fa-j,{APUD}быть-CONV
ad-i-ne,приходить-PF-CONV
fa-j,пить-IPF-PT:HAB
ad-i-na,[???]
uχ-a-jde,я
sp,EM-DEMM-DEGR
zun,??
ha-mi-daʜan,рот-PL
pile,делать-IPF-CONV
siw-ar,обман-PL
aq’-a-j,делать-PF-CONV
ʡamal-ar,я-DAT
aq’-u-na,DEMM
za-s,пьяный
me,делать-IPF-INF
pijan,хотеть-PT:PRS-S
aq’-a-s,я=ADD
kːande-je-f,давать:PF-AOR
zun=na,DEMM-DAT
i-ne,пьяный
mi-s,стать-PF-AOR
pijan,{POST}быть-CONV
x-u-ne,RE-уходить-PF-AOR
qa-j,DEMM
q-uš-u-ne,RE-бросать-PF-CONV
me,общежитие-DAT
qa-fatx-i-na,DEMM
rus.di-s,гостиница-DAT
me,DEMM=ADD
rus.i-s,быстрый-ADV
me=ra,я
deχi-di,больница-DAT
zun,уходить-PF-AOR
rus.i-s,я
uš-u-ne,находить-PF-AOR
zun,комиссия(IN)
kːʷaq’-u-ne,кто
rus,стать-IPF-PT:PRS-S-COP
fiš,еврей
x-a-je-f-e,{IN}быть-PRS
ǯahut’,один
a-a,еврей-COMIT
sa,что
ǯahut’.i-qaj,COP
fi,{IN-ELAT}попадать-PF-PT-S
e,я-DAT
atːarx-u-naje-f,говорить-PF-AOR
za-s,я
p-u-ne,EM-DEMM-ADV(GEN)
zun,болезнь
ha-mi-štːi,{IN}быть-PRS
ʡazar,я
a-a,EM-DEMM-ADV
zun,{IN}быть-PT-S-COP
ha-mi-štːi,я
a-je-f-e,насилие-SUPER-LAT
zun,COP:CONV-COND=ADD
guǯ.una-l-di,COP:NEG-CONV-COND=ADD
ij-čin=na,Комаров(ERG)
dawa-j-čin=na,армия-DAT
rus.a,посылать-IPF-PRS
armi-s,село-GEN-S-PL(ERG)
hat-a-a,Маджид(ERG)
ʜür.i-n-tː-ar.i,{IN}пускать-IPF-PT:PRS-S-COP:NEG
maǯid.a,село(IN)
at-a-je-f-tːawa,потом
ʜür.i,пять
aχpːa,сто
ʕafu,рубль
ʕʷerš,давать:PF-AOR
manat,DEMM-DAT=ADD
i-ne,давать:PF-AOR
mi-s=ra,пять
i-ne,сто
ʕafu,рубль
ʕʷerš,потом
manat,я
aχpːa,RE:приходить:PF-CONV
zun,Мухудин(GEN)
qaj-na,рядом(IN)
müʜüdin.a,ложиться-PF-AOR
bugu,ложиться-PF-CONV
ʁarx-u-ne,утром
ʁarx-u-na,Мухудин
bagajmi,теперь
müʜüdin,мой
hal,охрана
ze,COP
qːarawul,PTCL
e,хватать-PF-CONV
eχir,нести-IPF-PT:PRS-S-COP
fac-u-na,я
χ-a-je-f-e,комиссия-DAT
zun,уносить-PF-AOR
rus-s,комиссия-DAT
fajš-u-ne,DEMM
rus-s,сторона
me,DEMT
qːʷal,сторона
te,Мухудин=ADD
qːʷal,садиться-PF-CONV
müʜüdin=na,я-DAT
uq’-u-na,INTJ
za-s,говорить-PF-AOR
o,катар
p-u-ne,желудка
rus,COP
rus,говорить-PF-AOR
e,очень
p-u-ne,очень
lap,болеть-PT:PRS-S-COP
ʡaji,говорить-PF-AOR
itːa-je-f-e,??
p-u-ne,вверх
upal,стать-PF-PRF
wartː,говорить-PF-AOR
x-u-naa,стать-IPF-S-COP:NEG
p-u-ne,потом
x-a-f-tːawa,давать:PF-CONV
aχpːa,EM-DEMG
i-na,письмо=ADD
ha-ge,RE-посылать-PF-AOR
k’eǯ=ra,Курах-LAT
qu-hat-u-ne,INTJ
qːuruh-tːi,DEML-PL(ERG)
o,говорить-IPF-PRS
le-wr.i,я
ʁ-a-a,здоровый-S
zun,COP
saʁ-f,DEML(ERG)
e,обман-PL
li,делать-IPF-PT:PRS-S-COP
ʡamal-ar,потом
aq’-a-je-f-e,такой=ADD
aχpːa,делать-IPF-INF
sak’a=ra,[мочь-IPF-CONV]
aq’-a-s,наконец
x-a-j,один
eχir,раз(TMR)
sa,Махачкала-DAT
sefer.i,DEGR
maχačkːala.ji-s,посылать-PF-AOR
daʜan,я
hat-u-ne,армия-DAT
zun,Курах-DAT
armi-s,приходить(IMP)
qːuruh.tːi-s,говорить-PF-PT:AOR-S
šaw,комиссия-DAT
p-u-nde-f,приходить(IMP)
rus-s,говорить-PF-PT:AOR-S
šaw,EM-DEMG-LOC-(IN)ELAT
p-u-nde-f,идти-IPF-CONV
ha-gi-sa-as,призыв-PL
ʕʷ-a-j,{IN}быть-PST
rus-ar,{IN-UP}пускать-PF-CONV
a-ji,{IN-UP}пускать-PF-CONV
aʁat-u-na,что-DAT
aʁat-u-na,грузовой
fi.tːi-s,машина(IN)
rus,призывник-PL-COMIT
rus.di,место=ADD
rus-ar.i-qaj,{IN}быть:PRS
ǯiga=ra,твой
a,EM-DEMT
we,сзади
ha-te,конец
χupːaq,борт-PL-SUPER
eχir,{SUPER}садиться-PF-CONV
burt-ar.i-l,посылать-PF-CONV
luq’-u-na,я
hat-u-ne,Махачкала-DAT
zun,Махачкала-DAT
maχačkːala.ji-s,приходить-PF-TEMP
maχačkːala.ji-s,потом
ad-i-guna,Махачкала(IN)=ADD
aχpːa,я
maχačkːala.ji=ra,EM-DEMG
zun,комиссия-DAT
ha-ge,{IN-LAT}уходить-PF-S=ADD
rus-s,один-S
ačajš-u-f=ra,один
sa-d,женщина
sa,смотреть-IPF-CONV
dišehli,{IN}быть-PST
χutːurf-a-j,OST-DEMM
a-ji,старинный
wow-me,автостанция-GEN
künhe,DEMT
rus-n,сторона-POST
te,сбор-PL
qːʷal.a-q,{IN}быть-PT-S-COP:PST
rus-ar,два-S-ORD
a-je-f-ij,этаж-IN
ʡu-d-pu,EM-DEMT-LAT
rus.i-ʔ,уходить-PF-AOR
ha-ti-č,EM-DEMT-LAT
š-u-ne,уходить-PF-S
ha-ti-č,EM-DEMT
š-u-f,комиссия(IN)
ha-te,{IN}быть-PT
rus,женщина-S-DAT
a-je,говорить-PF-AOR
χümbe-tː.i-s,я
p-u-ne,тайно
zun,катар
ǯinaba,желудка
rus,делать-IMP
rus,я-DAT
aq’-e,говорить-PF-AOR
za-s,я
p-u-ne,я
zun,ты-DAT
zun,уважение
wa-s,делать-IPF-INF-COP
ʜürmet,говорить-PF-AOR
aq’-a-s-e,я
p-u-ne,тайно
zun,DEMT(ERG)=ADD
ǯinaba,EM-DEMT
ti=ra,письмо-PL-DAT
ha-te,смотреть-PF-CONV
k’eǯ-ar.i-s,катар
χutːurf-u-na,желудка
rus,COP
rus,говорить-PF-AOR
e,делать-PF-CONV
p-u-ne,RE-посылать-PF-AOR
aq’-u-na,потом
qu-hat-u-ne,черный
aχpːa,книжка
k’are,давать:PF-AOR
rus,я-DAT
i-ne,освободив
za-s,армия-SUB/CONT-ELAT
azadarna,потом
armi-k-as,я
aχpːa,RE:приходить:PF-CONV
zun,что-DAT
qaj-na,уходить-PF-AOR
f.tːi-s,DEMT
š-u-ne,время(TMR)
te,педучилище-PL-IN
wäʕda.ji,быть_достаточным-IPF-PST:NEG
rus-ar.i-ʔ,NTCL
hurk’-a-duj,учитель-PL
ntcl,{IN}быть-NEG-CONV
üčitːel-ar,видеть-PF-S
a-dawa-j,одиннадцать-S-ORD
ag-u-f,класс-DAT
c’asa-d-punde,EM-DEMT
kːlas.i-s,аттестат
ha-te,{APUD}быть-CONV
rus,EM-DEMT
fa-j,аттестат-DAT
ha-te,знать-делать-IPF-INF
rusi-s,NEG-мочь-IPF-CONV
ʜar-aq’-a-s,стать-PF-AOR
da-x-a-j,я
x-u-ne,один
zun,какой-LAT=ADD
sa,EM-DEMT
naj-č=ra,уносить-PF-CONV
ha-te,{IN}лезть-PF-AOR
fajš-u-na,DEMG-LOC-IN
uč’-u-ne,DEMG-LOC-IN=ADD
gi-sa-ʔ,учиться-PF-AOR
gi-sa-ʔ=ra,EM-DEMG-IN
ruχ-u-ne,одиннадцать-S-ORD
ha-gi-ʔ,класс
c’asa-d-pu,конец
kːlas,делать-PF-AOR
küteʜ,DEMG-LOC-(IN)ELAT
aq’-u-ne,RE-посылать-PF-AOR
gi-sa-as,село-DAT
qu-hat-u-ne,Курах
ʜür.i-s,район-DAT
qːuruh,Курах-(IN)ELAT
rajʔun.di-s,село-DAT
qːuruh.a-as,RE-посылать-PF-PT:AOR-S
ʜür.i-s,NEG-{IN-LAT}пускать-IPF-CONV
qu-hat-u-nde-f,районо(ERG)
d-ačat-a-j,нет
rajʔanu.ji,село-IN
waʔ,{IN}быть-PRS:NEG
ʜür.i-ʔ,место
a-dawa,Штул-LAT
ǯiga,уходить(IMP)
štːul-di,VOC+парень
jaχ,я-POST
jada,семья
za-q,один
χizan,человек=ADD
sa,{IN}быть-NEG-CONV
kas=ra,все
a-dawa-j,русский
wuri,женщина-PL
ʡurus,один
dišehli-jar,[Маджид]
sa,кто
maǯi,[???]
fiš,Ашар-IN
asa,{IN}быть-PT
aš.a-ʔ,Алимаджид
a-je,человек=ADD
ʡalimaǯid,{IN }быть-PT-S-COP:NEG
kas=ra,один
a-je-f-tːawa,я
sa,NEG-{IN-LAT}пускать-IPF-CONV-COP
zun,DEMM(ERG)
d-ačat-a-j-e,нет
gi,нет
rus,место
awač,в_Штул
čkːa,иди
štːuliz,один
wač,месяц-ADV
sa,давать:PF-AOR:NEG
waz-di,дело
i-ndawa,потом
kar,мой
aχpːa,счастье(ERG)
ze,EM-DEMT
baχtː.una,промежуток(TMR)
ha-te,Нежведин
ara.ji,говорить-IPF-PT:HAB-S
nežwedin,приходить-PF-CONV
aʁ-a-jde-f,колхоз-GEN
ad-i-na,председатель
kːalχuz.di-n,стать-PF-AOR
rus,Нежведин
x-u-ne,Цилинг-(IN)ELAT
nežwedin,COP:PST
ciling.a-as,DEMG
ij,исполком=ADD
ge,Селимханов
rus=ra,Эмирхан
selimχanow,говорить-IPF-PT:HAB-S
emirχan,что-(IN)ELAT
aʁ-a-jde-f,COP:PST
fi.tːi-as,Цилинг-(IN)ELAT
ij,потом
ciling.a-as,DEMG-PL(ERG)
aχpːa,два-MULT
ge-wur.i,давать:PF-CONV
ʡu-bara,письмо-PL
i-na,вещь-PL
k’eǯ-ar –,посылать-PF-AOR
zat’-ar,RE:уходить(IMP)
hat-u-ne,Хпюк-LAT
qʷaχ,дело-SUPER
ʜupːuq’-di,говорить-PF-AOR
kar.di-l,давать-IPF-CONV-COP:NEG
p-u-ne,DEML(ERG)=ADD
ic’-a-j-dewa,{IN-LAT}пускать-IPF-CONV-COP:NEG
li=ra,DEML-PL(ERG)
ačat-a-j-dewa,Маджид-PL(ERG)
le-wr.i,PROH-{IN-LAT}пускать-IPF
maǯid-ar.i,говорить-IPF-CONV
m-ačat-a,{IN-LAT}пускать-IPF-PRS:NEG
aʁ-a-j,районо(ERG)=ADD
ačat-a-dawa,NEG-{IN-LAT}пускать-IPF-CONV
anu.ji=ra,потом
d-ačat-a-j,один
aχpːa,день(TMR)
sa,опять
jaʁ.a,RE-уходить-PF-AOR
χab,я
q-uš-u-ne,уже
zun,месяц
uže,DEGR
waz,RE-стать-PF-AOR
daʜan,дело-SUB/CONT
qa-x-u-ne,{SUB/CONT}быть-NEG-CONV
kar.di-k,уходить-PF-TEMP
ke-dawa-j,Курах-LAT
uš-u-guna,уходить-PF-TEMP
qːuruh-tːi,я
š-u-guna,валлах
zun,говорить-PF-AOR
wallah,Махачкала-(IN)ELAT
p-u-ne,человек
maχačkːala.ji-as,приходить-PF-PT:PRF-S-COP
kas,министерство
ad-i-naje-f-e,просвещения-(IN)ELAT
rus,говорить-PF-AOR
rus-as,DEMT-PL
p-u-ne,говорить-PF-AOR
te-wur,Усуг
p-u-ne,долина-DAT
ussuh,уходить-PF-PRF
dere.ji-s,говорить-PF-AOR
š-u-naa,Гелхен
p-u-ne,долина-DAT
gelʜen,Гелхен
dere.ji-s,долина-DAT
gelʜen,уходить-PF-PRF
dere.ji-s,говорить-PF-S
š-u-naa,я=ADD
p-u-f,EM-DEMG-LOC-(IN)ELAT
zun=na,вверх
ha-gi-sa-as,Гелхен-LAT
wartː,Гелхен-DAT
gelʜen-di,уходить-PF-TEMP
gelʜen.di-s,я
š-u-guna,Гелхен-(IN)ELAT
zun,говорить-PF-AOR
gelʜen.a-as,Усуг-LAT
p-u-ne,уходить-PF-PRF
ussuh-tːi,Усуг-LAT
š-u-naa,уходить-PF-AOR
ussuh-tːi,Гелхен(IN)
š-u-ne,проверка
gelʜen.a,делать-PF-CONV
rus,Усуг-LAT
q’-u-na,я=ADD
ussuh-tːi,гнаться-PF-CONV
zun=na,Усуг-LAT
qukː-u-na,Усуг-LAT
ussuh-tːi,я
ussuh-tːi,идти-IPF-TEMP
zun,Усуг-PL(GEN)
ʕʷ-a-guna,школа-(IN)ELAT
ussuh-ar.i,{IN}вылезать-PF-AOR
škːol.i-as,Селимханов=ADD
ajč’-u-ne,EM-DEMM-PL=ADD
selimχanuw=ra,RE-{IN}вылезать-PF-CONV
ha-me-wur=ra,идти-IPF-PRS
qa-ajč’-u-na,Хвередж-LAT
ʕʷ-a-a,DEML-LOC-PL-DAT
χʷereǯ-di,идти-IPF-INF
li-s-ar.i-s,появился=PTCL
ʕʷ-a-s,Рамазан
aqːatxana=xi,говорить-PF-AOR
ramazan,давать:PF-AOR:NEG
p-u-ne,дело
i-ndawa,говорить-PF-AOR
kar,я
p-u-ne,потом
zun,писать-PF-AOR
aχpːa,письмо=ADD
lik’-i-ne,EM-DEMT
k’eǯ=ra,министерство-(IN)ELAT
ha-te,приходить-PF-PT:PRF-S(ERG)=ADD
rusji-as,DEMM(ERG)=ADD
ad-i-naje-tː.i=ra,Хпюк-PL(GEN)
mi=ra,школа(IN)
ʜupːuq’-ar.i,говорить-PF-AOR
škːol.i,RUSSIAN
p-u-ne,дело
rus,давать(IMP)
kar,говорить-PF-AOR
tin,RUSSIAN
p-u-ne,потом
rus,давать:PF-AOR
aχpːa,я-DAT
i-ne,школа(IN)
za-s,дело
škːol.i,EM-DEMT-ADV
kar,дело
ha-ti-štːi,делать-PF-S-COP
kar,я
aq’-u-f-e,EM-DEMT-LOC(IN)
zun,потом
ha-ti-sa,приходить-PF-CONV
aχpːa,[пединститут]
ad-i-na,пединститут(IN)=ADD
rus,{IN}лезть-PF-AOR
rus.tːi=ra,еще=ADD
uč’-u-ne,Аллах-DAT
gena=ra,слава
allah.tːi-s,стать-PF-JUSS
šukur,сам-DAT
x-u-raj,DEMM=ADD
uč.i-s,конец
me=ra,делать-PF-AOR
küteʜ,один
q’-u-ne,нормально
sa,промежуток-DAT
ʜilla,делать-IPF-PT:HAB-S
ara.ji-s,я-DAT
aq’-a-jde-f,много
za-s,трудность-PL
pːara,стать-PF-S-COP
zehmet-ar,я
x-u-f-e,много
zun,я
pːara,мой
zun,жизнь
ze,борьба(IN)
ʡümür,{IN}быть-CONV
rus.ji,уходить-PF-AOR
a-j,Маджид-PL(ERG)
š-u-ne,NEG-пускать-IPF-CONV
maǯid-ar.i,село-(IN)ELAT
da-at-a-j,{IN-ELAT}гнать-IPF-CONV
ʜür.i-as,<мучить>
atk-a-j,делать-PF-AOR
ʜalak,INTJ
aq’-u-ne,Исак
o,дядя(ERG)
isaq’,покой
add.a,стать-IPF-PT:OPT-S(ERG)
raʜmat,Кизляр
x-a-ǯe-tː.i,что
qːizlar,Киргизия-DAT
fi,идти-IPF-CONV
kːirgiz.di-s,стать-PF-AOR
ʕʷ-a-j,DEMT
x-u-ne,Киргизия-(IN)ELAT
te,RE:приходить-PF-TEMP
kːirgiz.di-as,один
qaj-i-guna,что=ADD
sa,{POST}быть-PRS:NEG
fi=ra,Бес
qa-duj,тетя=ADD
bes,Секинат
abaw=ra,тетя=ADD
sekinat,{IN}быть-PST
abaw=ra,DEMM-LOC-IN
a-ji,ребенок-PL=ADD
mi-sa-ʔ,DEMT
šünükː-ar=ra,Эминат=ADD
te,RE-брать-PF-CONV
eminat=ra,EM-DEMT-LOC-IN
qa-ʁuš-u-na,садиться-PF-PRF
ha-ti-sa-ʔ,тесный-ADV
uq’-u-naa,стать-PF-AOR
dar-di,RE:приходить:PF-AOR
x-u-ne,один
qaj-ne,раз(TMR)
sa,RE:приходить-PF-TEMP
sefer.i,корова
qaj-i-guna,{POST}быть-NEG-TEMP
ʜüni,один
qa-dawa-guna,пестрый
sa,корова
ʡürč’e,{POST}быть-PST
ʜüni,мы:EXCL-POST
qa-ji,три
ča-q,корова
xibu,{POST}быть-PT-S-COP:PST
ʜüni,один
qa-je-f-ij,корова
sa,брать-PF-AOR
ʜüni,DEMM
ʁuš-u-ne,корова
me,мы:EXCL-DAT
ʜüni,давать(IMP)
ča-s,говорить-PF-AOR
tin,я
p-u-ne,ты-DAT
zu,говорить-PF-AOR
wa-s,RE-нести-IPF-INF-COP
p-u-ne,[вещь]
qu-χ-a-s-e,деньги
še,вещь
pul –,RE-уходить-PF-TEMP
zat’,поливальщик-PL-GEN
q-uš-u-guna,DEMT-LOC-IN
rus-ar.i-n,кукуруза-PL
ti-sa-ʔ,сеять-IPF-PT:PRS-S-COP
rus-jar,Киргизия(IN)
uz-a-je-f-e,Фрунзе-IN
kːirgiz.di,поливальщик-PL-GEN
frunz.i-ʔ,старинный
rus-ar.i-n,покой
kühne,стать-IPF-PT:OPT
raʜmat,Хутхул
x-a-ǯe,Багаудин-SUPER-ELAT
χutχul,{SUPER-ELAT}попадать-PF
bahawdin.a-l-as,{AUPER-ELAT}сыпать-PF-PT:PRF
alatːarx-u,старинный
alatq-u-naje,резина-GEN
kühne,DEMM-ADV(GEN)
rezin.i-n,сапог-PL
mi-štːi,RE:приносить:PF-AOR
čakma-jar,EM-DEMT
faqaj-ne,сапог-PL
ha-te,давать:PF-AOR
čakma-jar,я-DAT
i-ne,корова-(IN)ELAT
za-s,один
ʜüni-as,корова-POST
sa,один
ʜüni-q,EM-DEMT
sa,сапог-PL
ha-te,DEMT-PL=ADD
čakma-jar,старинный-S-PL
te-wur=ra,сам:PL
kühne-tː-ar,DEMT-PL
čab,{SUPER}быть-CONV
te-wur,я
aldi-j,нога-PL=ADD
zun,мой
lak-ar=ra,нога-PL
ze,DEMM-DEGR-S-PL
lak-ar,сапог-PL
mi-daʜan-tː-ar,EM-DEMM-DEGR-S-PL
čakma-jar,IDEOPH
ha-mi-daʜan-tː-ar,делать-IPF-CONV
lurp~lurp,стать-PF-AOR
aq’-a-j,DEML
x-u-ne,дом-PL-(IN)ELAT
le,вниз
χul-ar.i-as,идти-IPF-TEMP
aq,DEMG
ʕʷ-a-guna,Гуризат-PL-GEN
ge,пекарня-PL
ʜürizt-ar.i-n,{SUB/CONT}быть-PT
xur-ar,место-GEN
ke-je,DEMG-LOC-SUB/CONT-ELAT
ǯiga.ji-n,вниз
gi-sa-k-as,Маджид-GEN
aq,кабинет
maǯid.a-n,{IN}быть-PT-S-COP:PST
rus,DEMG-LOC-IN
a-je-f-ij,парторг
gi-sa-ʔ,COP
rus,звук-делать-PF-AOR
e,один
sara,день(TMR)
sara,мать(ERG)=ADD
un-aq’-u-ne,я=ADD
sa,{POST}быть-CONV
jaʁ.a,уносить-PF-AOR
baw.a=ra,я-DAT
zun=na,дело
qa-j,делать-IPF-INF
fajš-u-ne.13,возможный
za-s,давать-IPF-PRS:NEG
kar,твой
aq’-a-s,сын(ERG)
minkin,говорить-PF-AOR
c’-a-dawa,IDEOPH
we,делать-IPF-CONV
gada.ji,нога-PL(GEN)
p-u-ne,звук(ERG)
lurp~lurp,DEML-GEN
aq’-a-j,нога-PL(ERG)
lak-ar.i,говорить-PF-AOR
un.i,что
li-n,делать-IPF-S-PL
lak-ar.i,COP
p-u-ne,DEML-GEN
fi,нога-PL-SUPER
q’-a-tː-ar,{SUPER}быть-PT-S-PL
e,говорить-PF-AOR
li-n,завтра-SUPER-ELAT
lak-ar.i-l,назад
l-e-tː-ar,DEML-GEN
p-u-ne,нога-PL-SUPER
baga.ji-l-as,DEML-PL
χab,{SUPER}быть-CONV
li-n,видеть-PF-COND
lak-ar.i-l,говорить-PF-AOR
le-wur,я
aldi-j,вы
ag-u-či,село-(IN)ELAT
p-u-ne,{IN-ELAT}гнать-IPF-INF-COP
zun,говорить-PF-AOR
čun,{IN}пускать-IPF-INF-COP:NEG
ʜür.i-as,я
atk-a-s-e,село-IN
p-u-ne,страх
at-a-s-tːawa,стать-PF-AOR
zun,дух
ʜür.i-ʔ,уходить-PF-AOR
guč’,мать-GEN
x-u-ne,RE-надевать-PF-AOR:NEG
rüʜ,еще
š-u-ne,наконец
baw.a-n,рваться-PF-PT:AOR
q-alik’-i-ndawa,[чарык]
sara,голова-GEN
eχir,умирать-PF-PT:AOR
durʁ-u-nde,корова-GEN
k’il.i-n,голова-GEN
